Укоротить брюки
Укоротить юбку
Укоротить платье
Укоротить пиджак
Замена молнии брюк
Замена молнии юбки
Замена молнии платья
Замена молнии куртки
Увеличить брюки в поясе
Увеличить пальто в плечах
Увеличить юбку в талии
Ушить брюки
Ушить юбку
Ушить рубашку
Поставить заплатку
Заменить деталь
